Utility ID,Plant Code,Generator ID,Technology,Prime Mover,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Status,Synchronized to Transmission Grid,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Time from Cold Shutdown to Full Load
27813,759,1A,Conventional Hydroelectric,HY,S,X,X,62.00,0.95,60.00,60.00,35.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,759,2A,Conventional Hydroelectric,HY,S,X,X,62.00,0.95,60.00,60.00,35.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,759,3A,Conventional Hydroelectric,HY,S,X,X,7.20,0.95,6.80,6.60,6.60,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,760,1,Conventional Hydroelectric,HY,S,X,X,42.30,0.95,35.00,35.00,20.00,N,OS,X,,,N,X,WAT,,,,,,,,,,10M
27813,760,2,Conventional Hydroelectric,HY,S,X,X,42.30,0.95,35.00,35.00,20.00,N,OS,X,,,N,X,WAT,,,,,,,,,,10M
27813,760,A,Conventional Hydroelectric,HY,S,X,X,2.00,0.95,2.00,2.00,2.00,N,OS,X,,,N,X,WAT,,,,,,,,,,10M
27813,761,1,Conventional Hydroelectric,HY,S,X,X,42.00,0.95,42.00,42.00,40.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,761,2,Conventional Hydroelectric,HY,S,X,X,42.00,0.95,42.00,42.00,40.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,761,3,Conventional Hydroelectric,HY,S,X,X,42.00,0.95,42.00,42.00,40.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,761,4,Conventional Hydroelectric,HY,S,X,X,42.00,0.95,42.00,42.00,40.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14077,762,2,Natural Gas Steam Turbine,ST,S,X,X,48.00,0.85,34.00,34.00,5.00,N,OP,X,,,N,X,NG,,,,,,,,,,1H
19547,765,K1,Petroleum Liquids,ST,S,X,X,81.60,0.80,77.90,77.90,20.00,N,OP,X,,,N,X,RFO,,,,,,PG,,,,12H
19547,765,K2,Petroleum Liquids,ST,S,X,X,81.60,0.80,78.10,78.10,30.00,N,OP,X,,,N,X,RFO,,,,,,PG,,,,12H
19547,765,K3,Petroleum Liquids,ST,S,X,X,85.80,0.80,82.10,82.10,20.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,765,K4,Petroleum Liquids,ST,S,X,X,90.90,0.80,87.20,87.20,20.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,765,K5,Petroleum Liquids,ST,S,X,X,134.90,0.80,128.10,128.10,55.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,765,K6,Petroleum Liquids,ST,S,X,X,134.90,0.80,128.70,128.70,45.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,766,W10,Petroleum Liquids,GT,S,X,X,51.30,0.80,51.20,51.20,6.00,N,OP,X,,,N,X,DFO,,,,,,,,,,12H
19547,766,W3,Petroleum Liquids,ST,S,X,X,50.00,0.80,47.20,47.20,20.00,N,OP,X,,,N,X,RFO,,,,,,PG,,,,12H
19547,766,W4,Petroleum Liquids,ST,S,X,X,50.00,0.80,47.70,47.70,20.00,N,OP,X,,,N,X,RFO,,,,,,PG,,,,12H
19547,766,W5,Petroleum Liquids,ST,S,X,X,54.40,0.80,51.90,51.90,23.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,766,W6,Petroleum Liquids,ST,S,X,X,54.40,0.80,51.80,51.80,20.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,766,W7,Petroleum Liquids,ST,S,X,X,81.60,0.80,77.80,77.80,20.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,766,W8,Petroleum Liquids,ST,S,X,X,81.60,0.80,77.80,77.80,20.00,N,OP,X,,,N,X,RFO,,,,,,DFO,,,,12H
19547,766,W9,Petroleum Liquids,GT,S,X,X,51.30,0.80,51.20,51.20,6.00,N,OP,X,,,N,X,DFO,,,,,,,,,,12H
8287,768,12,Petroleum Liquids,IC,S,X,X,2.50,0.90,2.50,2.50,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,768,13,Petroleum Liquids,IC,S,X,X,2.50,0.90,2.50,2.50,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,768,14,Petroleum Liquids,IC,S,X,X,2.50,0.90,2.50,2.50,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,769,11,Petroleum Liquids,IC,S,X,X,2.00,0.90,2.00,2.00,2.00,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,769,15,Petroleum Liquids,IC,S,X,X,2.50,0.90,2.50,2.50,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,769,16,Petroleum Liquids,IC,S,X,X,2.50,0.90,2.50,2.50,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,769,17,Petroleum Liquids,IC,S,X,X,2.50,0.90,2.50,2.50,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,769,CT1,Petroleum Liquids,GT,S,X,X,11.50,0.90,10.50,10.50,2.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
8287,771,1,Conventional Hydroelectric,HY,S,X,X,0.70,0.90,0.70,0.70,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
8287,771,2A,Conventional Hydroelectric,HY,S,X,X,2.40,0.90,2.40,2.40,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
8287,772,5,Petroleum Liquids,ST,S,X,X,14.10,0.90,14.10,14.10,5.00,N,OP,X,,,N,X,RFO,DFO,,,,,PG,,,,12H
8287,772,6,Petroleum Liquids,ST,S,X,X,23.00,0.90,21.40,21.40,8.00,N,OP,X,,,N,X,RFO,DFO,,,,,DFO,,,,12H
8287,774,1,Conventional Hydroelectric,HY,S,X,X,0.70,0.90,0.70,0.70,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
8287,774,2,Conventional Hydroelectric,HY,S,X,X,0.30,0.90,0.30,0.30,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
14191,776,1,Conventional Hydroelectric,HY,S,X,X,12.10,0.90,9.00,7.00,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
3271,785,1,Conventional Hydroelectric,HY,S,X,X,50.00,0.95,38.00,38.00,5.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
7601,788,1,Conventional Hydroelectric,HY,S,X,X,2.20,0.80,1.90,1.90,0.20,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
40215,789,3,Petroleum Liquids,IC,S,X,X,2.50,0.80,2.50,2.50,1.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
40215,789,4,Petroleum Liquids,IC,S,X,X,2.40,0.80,2.40,2.40,1.40,N,OA,X,,,N,X,DFO,,,,,,,,,,10M
40215,789,5,Petroleum Liquids,IC,S,X,X,1.10,0.80,1.10,1.10,0.70,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
40215,789,6,Petroleum Liquids,IC,S,X,X,1.10,0.80,1.10,1.10,0.70,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
40215,789,7,Petroleum Liquids,IC,S,X,X,3.60,0.80,3.60,3.60,2.20,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
9187,790,1,Conventional Hydroelectric,HY,S,X,X,23.40,0.90,23.40,23.40,23.40,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
7751,791,1,Conventional Hydroelectric,HY,S,X,X,3.00,0.90,3.00,3.00,1.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
7751,791,2,Conventional Hydroelectric,HY,S,X,X,3.00,0.90,3.00,3.00,1.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
11843,792,15,Petroleum Liquids,GT,S,X,X,2.50,0.80,2.00,2.00,0.50,N,OA,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,7,Petroleum Liquids,IC,S,X,X,2.20,0.80,2.00,2.00,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,8,Petroleum Liquids,IC,S,X,X,2.20,0.80,2.00,2.00,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,9,Petroleum Liquids,IC,S,X,X,2.20,0.80,2.00,2.00,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,CAT1,Petroleum Liquids,IC,S,X,X,1.20,0.80,1.20,1.20,0.40,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,CAT2,Petroleum Liquids,IC,S,X,X,1.20,0.80,1.20,1.20,0.40,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,CUM3,Petroleum Liquids,IC,S,X,X,0.90,0.80,0.90,0.90,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,CUM4,Petroleum Liquids,IC,S,X,X,0.90,0.80,0.90,0.90,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,CUM5,Petroleum Liquids,IC,S,X,X,0.90,0.80,0.90,0.90,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
11843,792,CUM6,Petroleum Liquids,IC,S,X,X,0.90,0.80,0.90,0.90,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
6958,794,1,Conventional Hydroelectric,HY,S,X,X,2.80,0.90,2.00,2.00,0.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
39006,805,M-1,Conventional Hydroelectric,HY,S,X,X,14.20,0.90,14.00,14.00,0.20,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
39006,805,M2,Conventional Hydroelectric,HY,S,X,X,14.20,0.90,14.00,14.00,0.20,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
15296,808,1,Conventional Hydroelectric,HY,S,X,X,4.50,1.00,4.50,4.50,1.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
15296,808,2,Conventional Hydroelectric,HY,S,X,X,4.50,1.00,4.50,4.50,1.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,809,1,Conventional Hydroelectric,HY,S,X,X,30.80,0.90,36.80,20.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,809,2,Conventional Hydroelectric,HY,S,X,X,30.80,0.90,36.80,20.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,809,3,Conventional Hydroelectric,HY,S,X,X,30.80,0.90,36.80,20.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,810,1,Conventional Hydroelectric,HY,S,X,X,25.00,0.87,26.90,26.50,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,810,2,Conventional Hydroelectric,HY,S,X,X,25.00,0.87,25.70,24.80,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,810,3,Conventional Hydroelectric,HY,S,X,X,25.00,0.87,28.80,26.60,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,811,1,Conventional Hydroelectric,HY,S,X,X,90.10,0.90,123.30,120.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,811,2,Conventional Hydroelectric,HY,S,X,X,90.10,0.90,131.20,123.00,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,811,3,Conventional Hydroelectric,HY,S,X,X,90.10,0.90,120.20,118.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,811,4,Conventional Hydroelectric,HY,S,X,X,90.10,0.90,123.10,123.70,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,811,5,Conventional Hydroelectric,HY,S,X,X,225.00,0.90,246.20,241.70,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,812,1,Conventional Hydroelectric,HY,S,X,X,27.60,0.92,32.30,32.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,812,2,Conventional Hydroelectric,HY,S,X,X,27.60,0.92,31.20,29.60,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,812,3,Conventional Hydroelectric,HY,S,X,X,27.60,0.92,30.70,30.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,813,1,Conventional Hydroelectric,HY,S,X,X,6.20,0.90,7.20,4.60,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,813,2,Conventional Hydroelectric,HY,S,X,X,6.20,0.90,7.20,4.60,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,814,1,Conventional Hydroelectric,HY,S,X,X,2.50,0.80,2.10,2.20,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,815,1,Conventional Hydroelectric,HY,S,X,X,13.50,0.87,15.30,14.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,816,1,Conventional Hydroelectric,HY,S,X,X,15.00,0.86,18.10,17.90,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,816,2,Conventional Hydroelectric,HY,S,X,X,15.00,0.86,18.00,16.50,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,816,3,Conventional Hydroelectric,HY,S,X,X,15.00,0.86,17.70,17.70,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,816,4,Conventional Hydroelectric,HY,S,X,X,15.00,0.86,18.10,18.50,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,817,1,Petroleum Liquids,IC,S,X,X,2.50,0.80,2.70,2.70,0.00,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
9191,817,2,Petroleum Liquids,IC,S,X,X,2.50,0.80,2.70,2.70,0.00,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
9191,818,1,Conventional Hydroelectric,HY,S,X,X,0.60,1.00,0.70,0.70,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,818,2,Conventional Hydroelectric,HY,S,X,X,0.40,0.80,0.40,0.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,818,3,Conventional Hydroelectric,HY,S,X,X,11.50,0.83,12.80,12.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,819,1,Conventional Hydroelectric,HY,S,X,X,12.50,0.95,14.90,12.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,819,2,Conventional Hydroelectric,HY,S,X,X,12.50,0.95,14.50,12.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,820,1,Conventional Hydroelectric,HY,S,X,X,1.00,0.80,0.80,0.80,0.00,N,OS,X,,,N,X,WAT,,,,,,,,,,10M
9191,820,2,Conventional Hydroelectric,HY,S,X,X,1.00,0.80,0.80,0.80,0.00,N,OS,X,,,N,X,WAT,,,,,,,,,,10M
9191,820,3,Conventional Hydroelectric,HY,S,X,X,6.80,0.80,6.40,6.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,821,1,Conventional Hydroelectric,HY,S,X,X,8.40,0.90,10.10,10.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,821,2,Conventional Hydroelectric,HY,S,X,X,44.30,0.95,43.10,34.50,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,822,1,Conventional Hydroelectric,HY,S,X,X,9.00,1.00,9.50,9.60,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,822,2,Conventional Hydroelectric,HY,S,X,X,9.00,1.00,8.70,9.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9191,823,1,Conventional Hydroelectric,HY,S,X,X,8.30,0.86,8.10,8.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,825,1,Conventional Hydroelectric,HY,S,X,X,2.70,0.90,2.70,2.70,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,825,2,Conventional Hydroelectric,HY,S,X,X,2.00,0.80,2.20,2.20,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,825,3,Conventional Hydroelectric,HY,S,X,X,2.00,0.80,2.20,2.20,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,827,3,Conventional Hydroelectric,HY,S,X,X,11.00,0.90,11.00,11.00,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,827,4,Conventional Hydroelectric,HY,S,X,X,11.00,0.90,11.00,11.00,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,827,5,Conventional Hydroelectric,HY,S,X,X,11.00,0.90,11.00,11.00,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,829,1,Conventional Hydroelectric,HY,S,X,X,10.00,0.90,9.30,9.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,829,2,Conventional Hydroelectric,HY,S,X,X,10.00,0.90,9.30,9.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,829,3,Conventional Hydroelectric,HY,S,X,X,10.00,0.90,9.30,9.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,831,1,Conventional Hydroelectric,HY,S,X,X,7.50,0.86,7.60,7.60,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
14354,831,2,Conventional Hydroelectric,HY,S,X,X,7.00,0.86,7.60,7.60,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,833,1,Conventional Hydroelectric,HY,S,X,X,59.40,0.90,44.30,66.50,18.00,N,OA,X,,,N,X,WAT,,,,,,,,,,10M
20169,833,2,Conventional Hydroelectric,HY,S,X,X,73.20,0.90,73.90,79.80,30.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,833,3,Conventional Hydroelectric,HY,S,X,X,73.20,0.90,73.40,80.20,30.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,833,4,Conventional Hydroelectric,HY,S,X,X,59.40,0.90,63.00,68.30,20.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,835,1,Conventional Hydroelectric,HY,S,X,X,2.20,1.00,2.80,2.90,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,835,2,Conventional Hydroelectric,HY,S,X,X,2.20,1.00,2.80,2.90,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,835,3,Conventional Hydroelectric,HY,S,X,X,2.20,1.00,2.80,2.90,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,835,4,Conventional Hydroelectric,HY,S,X,X,2.20,1.00,2.80,2.90,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,835,5,Conventional Hydroelectric,HY,S,X,X,2.20,1.00,2.80,2.90,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
20169,835,6,Conventional Hydroelectric,HY,S,X,X,3.50,0.80,3.50,3.50,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
13402,839,7P,Conventional Hydroelectric,HY,S,X,X,1.00,0.99,0.90,0.90,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,12H
19400,840,1,Conventional Hydroelectric,HY,S,X,X,90.00,0.95,90.00,90.00,90.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
19400,840,2,Conventional Hydroelectric,HY,S,X,X,90.00,0.95,90.00,90.00,90.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
19400,840,3,Conventional Hydroelectric,HY,S,X,X,220.00,0.95,220.00,220.00,220.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
9187,841,3,Conventional Hydroelectric,HY,S,X,X,8.00,0.90,8.00,8.00,8.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
9187,843,1,Conventional Hydroelectric,HY,S,X,X,3.00,0.90,3.00,3.00,3.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
9187,844,4,Conventional Hydroelectric,HY,S,X,X,8.00,0.90,8.00,8.00,8.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
13402,846,1,Conventional Hydroelectric,HY,S,X,X,0.50,0.99,0.50,0.50,0.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
13402,846,2,Conventional Hydroelectric,HY,S,X,X,0.50,0.99,0.50,0.50,0.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
13402,846,3,Conventional Hydroelectric,HY,S,X,X,0.50,0.99,0.50,0.50,0.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
2518,850,1,Conventional Hydroelectric,HY,S,X,X,44.10,0.95,44.10,44.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
2518,850,2,Conventional Hydroelectric,HY,S,X,X,44.10,0.95,44.10,44.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
2518,850,3,Conventional Hydroelectric,HY,S,X,X,44.10,0.95,44.10,44.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
2518,850,4,Conventional Hydroelectric,HY,S,X,X,44.10,0.95,44.10,44.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
19400,851,1,Conventional Hydroelectric,HY,S,X,X,14.00,0.90,14.00,14.00,14.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
19400,851,2,Conventional Hydroelectric,HY,S,X,X,14.00,0.90,14.00,14.00,14.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
19400,851,3,Conventional Hydroelectric,HY,S,X,X,14.00,0.90,14.00,14.00,14.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
49756,856,2,Conventional Steam Coal,ST,S,X,X,280.50,0.85,240.00,255.00,140.00,N,OP,X,,,N,X,SUB,DFO,,,,,DFO,,,,OVER
49756,856,3,Conventional Steam Coal,ST,S,X,X,363.80,0.85,315.00,335.00,175.00,N,OP,X,,,N,X,SUB,DFO,,,,,DFO,,,,OVER
520,861,1,Conventional Steam Coal,ST,S,X,X,388.90,0.85,330.00,335.00,200.00,N,OP,X,,,N,X,SUB,BIT,,,,,DFO,,,,OVER
520,861,2,Conventional Steam Coal,ST,S,X,X,616.50,0.90,565.00,580.00,310.00,N,OP,X,,,N,X,SUB,BIT,,,,,DFO,,,,OVER
59371,862,1,Natural Gas Fired Combined Cycle,CT,S,X,N,223.20,0.90,161.00,182.00,110.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
59371,862,2,Natural Gas Fired Combined Cycle,CT,S,X,N,223.20,0.90,159.00,178.00,118.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
59371,862,3,Natural Gas Fired Combined Cycle,CA,S,Y,X,80.90,0.87,86.00,86.00,42.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
59371,862,4,Natural Gas Fired Combined Cycle,CA,S,Y,X,113.60,0.85,105.00,105.00,58.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
55951,869,2,Nuclear,ST,S,X,X,1009.30,0.95,902.00,902.00,150.00,N,OP,X,,,N,X,NUC,,,,,,,,,,OVER
55951,869,3,Nuclear,ST,S,X,X,1009.30,0.95,895.00,903.00,150.00,N,OP,X,,,N,X,NUC,,,,,,,,,,OVER
12384,874,6,Conventional Steam Coal,ST,S,X,X,360.40,0.85,314.00,314.00,95.00,N,OP,X,,,N,X,SUB,,,,,,NG,,,,OVER
59918,876,1,Conventional Steam Coal,ST,S,X,X,659.50,0.90,579.00,579.00,240.00,N,OP,X,,,N,X,SUB,,,,,,NG,,,,OVER
59918,876,2,Conventional Steam Coal,ST,S,X,X,659.50,0.90,579.00,579.00,240.00,N,OP,X,,,N,X,SUB,,,,,,NG,,,,OVER
12384,879,5,Conventional Steam Coal,ST,S,X,X,892.80,0.90,769.00,769.00,325.00,N,OP,X,,,N,X,SUB,NG,BIT,,,,,,,,OVER
12384,879,6,Conventional Steam Coal,ST,S,X,X,892.80,0.90,769.00,769.00,325.00,N,OP,X,,,N,X,SUB,NG,BIT,,,,,,,,OVER
55951,880,1,Nuclear,ST,J,X,X,1009.30,0.95,908.00,908.00,132.00,N,OP,X,6,2018,N,X,NUC,,,,,,,,,,OVER
55951,880,2,Nuclear,ST,J,X,X,1009.30,0.95,911.00,911.00,132.00,N,OP,X,6,2018,N,X,NUC,,,,,,,,,,OVER
12384,883,311,Petroleum Liquids,GT,S,X,X,28.00,0.85,24.60,33.90,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,883,312,Petroleum Liquids,GT,S,X,X,28.00,0.85,28.50,37.40,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,883,321,Petroleum Liquids,GT,S,X,X,28.00,0.85,28.00,37.40,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,883,322,Petroleum Liquids,GT,S,X,X,28.00,0.85,26.70,35.00,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,883,7,Conventional Steam Coal,ST,S,X,X,326.40,0.85,328.00,328.00,130.00,N,OP,X,,,N,X,SUB,NG,,,,,,,,,OVER
12384,883,8,Conventional Steam Coal,ST,S,X,X,355.30,0.85,361.00,361.00,130.00,N,OP,X,,,N,X,SUB,NG,,,,,,,,,OVER
12384,884,4,Conventional Steam Coal,ST,S,X,X,598.40,0.85,510.00,520.00,180.00,N,OP,X,12,2018,N,X,SUB,DFO,,,,,,,,,OVER
12384,886,311,Petroleum Liquids,GT,S,X,X,38.00,0.85,25.40,34.00,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,886,312,Petroleum Liquids,GT,S,X,X,38.00,0.85,23.70,31.60,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,886,321,Petroleum Liquids,GT,S,X,X,38.00,0.85,25.40,34.00,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,886,322,Petroleum Liquids,GT,S,X,X,38.00,0.85,25.40,34.00,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,886,331,Petroleum Liquids,GT,S,X,X,38.00,0.85,23.70,31.60,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,886,332,Petroleum Liquids,GT,S,X,X,38.00,0.85,25.40,34.00,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,886,341,Petroleum Liquids,GT,S,X,X,38.00,0.85,25.40,34.00,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
12384,886,342,Petroleum Liquids,GT,S,X,X,22.80,0.85,22.80,30.50,10.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
5748,887,1,Conventional Steam Coal,ST,J,X,X,183.30,0.85,159.00,167.00,47.00,N,OP,X,,,N,X,SUB,NG,,,,,NG,,,,12H
5748,887,2,Conventional Steam Coal,ST,J,X,X,183.30,0.85,159.00,167.00,47.00,N,OP,X,,,N,X,SUB,,,,,,NG,,,,12H
5748,887,3,Conventional Steam Coal,ST,J,X,X,183.30,0.85,157.00,167.00,47.00,N,OP,X,,,N,X,SUB,,,,,,NG,,,,12H
5748,887,4,Conventional Steam Coal,ST,J,X,X,183.30,0.85,160.00,167.00,47.00,N,OP,X,,,N,X,SUB,NG,,,,,NG,,,,12H
5748,887,5,Conventional Steam Coal,ST,J,X,X,183.30,0.85,156.00,167.00,47.00,N,OP,X,,,N,X,SUB,,,,,,NG,,,,12H
