Utility ID,Utility Name,Plant Code,Plant Name,Street Address,City,State,Zip,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Balancing Authority Name,Name of Water Source,Primary Purpose (NAICS Code),Regulatory Status,Sector,Sector Name,Net Metering (for facilities with solar or wind generation),FERC Cogeneration Status,FERC Cogeneration Docket Number,FERC Small Power Producer Status,FERC Small Power Producer Docket Number,FERC Exempt Wholesale Generator Status,FERC Exempt Wholesale Generator Docket Number,Ash Impoundment?,Ash Impoundment Lined?,Ash Impoundment Status,Transmission or Distribution System Owner,Transmission or Distribution System Owner ID,Transmission or Distribution System Owner State,Grid Voltage (kV),Grid Voltage 2 (kV),Grid Voltage 3 (kV),Natural Gas Pipeline Name
59660,Solar Star California XXXII LLC,59872,UC Davis South Campus,South Interstate 80 and Old Da,Davis,CA,95616,Yolo,38.550000,-121.750000,WECC,CISO,California Independent System Operator,,92,NR,4,Commercial Non-CHP,N,N,,N,,N,,,,,Pacific Gas & Electric Co,14328,CA,13.00,,,
14328,Pacific Gas & Electric Co,266,Pit 3,Pitt 3 Road Star Route 1,Burney,CA,96013,Shasta,40.997448,-121.748139,WECC,CISO,California Independent System Operator,Pit River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
58363,Oakley Solar Project LLC,58376,Oakley Solar Project,5220 Neroly Road,Oakley,CA,94561,Contra Costa,38.001667,-121.747778,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,QF13-334-000,N,,N,X,,Pacific Gas & Electric Co,14328,CA,21.00,,,
56872,Contra Costa Generating Station LLC,57552,Oakley Generating Station,5950 Bridgehead Road,Oakley,CA,94561,Contra Costa,38.010000,-121.747500,WECC,CISO,California Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,No current connection but planned connection is to Pacific Gas and Electric Company's Line 303.
2799,Calpine Corp - Metcalf Energy Center,55393,Metcalf Energy Center,1 Blanchard RD PO BOX 13190,San Jose,CA,95013,Santa Clara,37.220700,-121.745700,WECC,CISO,California Independent System Operator,San Jose Municipality,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,PACIFIC GAS & ELECTRIC LINE V03
15500,Puget Sound Energy Inc,3855,Lower Baker,46110 E Main St,Concrete,WA,98237,Skagit,48.547800,-121.740700,WECC,PSEI,Puget Sound Energy,Baker River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Puget Sound Energy Inc,15500,WA,115.00,,,
56545,Pattern Operators LP,50826,Tres Vaqueros Wind Farms LLC,8001 N. Vasco Road,Livermore,CA,94550,Contra Costa,37.771944,-121.740000,WECC,CISO,California Independent System Operator,n/a,22,NR,2,IPP Non-CHP,N,N,,Y,85-668-001,N,,N,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
54806,DTE Energy Services-Woodland,10836,Woodland Biomass Power Ltd,1786 East Kentucky Ave,Woodland,CA,95776,Yolo,38.690500,-121.737100,WECC,CISO,California Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,Y,88-61-000,N,,N,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,Woodland main supply PG & E
57079,Ameresco Butte County LLC,57771,Ameresco Butte County,1023 Neal Rd,Paradise,CA,95954,Butte,39.674000,-121.730000,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,12-274-000,N,,N,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
56751,Yolo County of,57422,Yolo County Solar Project,2420 East Gibson Street,Woodland,CA,95695,Yolo,38.659722,-121.729400,WECC,CISO,California Independent System Operator,,92,NR,4,Commercial Non-CHP,Y,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,480.00,,,
58431,Ameresco Vasco Road LLC,58435,Ameresco Vasco Road,4001 North Vasco Road,Livermore,CA,95336,Alameda,37.754444,-121.728889,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
4436,Covanta Hydro Ops West Inc,54267,Koma Kulshan Associates,44710 Baker Lake Road,Concrete,WA,98237,Whatcom,48.680178,-121.723294,WECC,PSEI,Puget Sound Energy,Sulphur & Rocky Creeks,22,NR,2,IPP Non-CHP,,N,,Y,89-326-002,N,,N,X,,Puget Sound Energy Inc,15500,WA,35.00,,,
17725,Snow Mountain Hydro LLC,10706,Burney Creek,Hwy 299 and Tamarack,Burney,CA,96013,Shasta,40.857900,-121.722500,WECC,CISO,California Independent System Operator,Snowmelt,22,NR,2,IPP Non-CHP,,N,,Y,89-319-001,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.46,,,
2565,North American Energy Services,10652,Burney Forest Products,35586-B Highway 299 East,Burney,CA,96013,Shasta,40.879719,-121.720342,WECC,CISO,California Independent System Operator,Municipality,22,NR,3,IPP CHP,,Y,88-218-000,N,,Y,95-45-000,N,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,PG&E Backbone
59622,Ahana Renewables LLC,59129,CSD 2- Freedom High,1050 Neroly Road,Oakley,CA,95037,Contra Costa,37.969722,-121.719444,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,Y,N,,Y,QF13-591-000,N,,N,X,,Pacific Gas & Electric Co,14328,CA,0.48,0.28,,
57024,Vasco Winds LLC,57700,Vasco Winds,6185 Industrial Way,Livermore,CA,94550,Contra Costa,37.790833,-121.718055,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
59969,Whitethorn Solar LLC,60193,Whitethorn Solar LLC,,Livermore,CA,94550,Alameda,37.691000,-121.717000,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,16-211-000,N,,,,,WAPA-- Western Area Power Administration,27000,CA,12.47,,,
56296,SunE WG45 Woodland LLC,57006,Walgreens Woodland Distribution Center,2370 East Main Street,Woodland,CA,95776,YOLO,38.674894,-121.713362,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,07-321-000 001 002,N,,,X,,Pacific Gas & Electric Co,14328,CA,0.48,,,
58540,California PV Energy LLC,59283,California PV Energy at ISD WWTP,450 Walnut Meadows Drive,Oakley,CA,94561,Contra Costa,38.001111,-121.703889,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,QF14-28,N,,N,X,,Pacific Gas & Electric Co,14328,CA,20.80,,,
1784,Black Creek Hydro Inc,54860,Black Creek,1800 James Street Suite 201,Bellingham,WA,98226,King,47.534465,-121.702596,WECC,PSEI,Puget Sound Energy,Hydroelectric,22,NR,2,IPP Non-CHP,,N,,N,,Y,94-27-000,N,X,,Puget Sound Energy Inc,15500,WA,34.50,,,
17164,Sierra Pacific Industries Inc,50110,Sierra Pacific Burney Facility,36336 Highway 299 East,Burney,CA,96013,Shasta,40.876700,-121.701600,WECC,CISO,California Independent System Operator,Well,321,NR,7,Industrial CHP,,N,,Y,96--74-000,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
59879,Greenleaf Energy LLC,10350,Greenleaf 1 Power Plant,5087 South Townshio Road,Yuba City,CA,95993,Sutter,39.052922,-121.696072,WECC,CISO,California Independent System Operator,Well,22,NR,3,IPP CHP,,Y,84-146-000,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,Pacific Gas & Electric Co
22650,Calpine Corp-Sutter,55112,Sutter Energy Center,5029 South Township Road,Yuba City,CA,95993,Sutter,39.053139,-121.695873,WECC,WALC,Western Area Power Administration - Desert Southwest Region,,22,NR,2,IPP Non-CHP,,N,,N,,Y,01-24-000,N,X,,WAPA-- Western Area Power Administration,27000,CA,230.00,,,CPN Calpine Pipeline
56751,Yolo County of,58204,Grassland 3&4 Solar Project,County Road 104 and Road 35,Davis,CA,95618,Yolo,38.500278,-121.694167,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,QF13-88-000,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
56751,Yolo County of,58217,Grassland 1&2 Solar Project,County Road 104 and Road 35,Davis,CA,95618,Yolo,38.500278,-121.694167,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,Y,N,,Y,QF13-89-000,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
15500,Puget Sound Energy Inc,3861,Upper Baker,46110 E Main St,Concrete,WA,98237,Whatcom,48.649000,-121.690700,WECC,PSEI,Puget Sound Energy,Baker River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Puget Sound Energy Inc,15500,WA,115.00,,,
17470,PUD 1 of Snohomish County,60418,Calligan Creek Hydroelectric Project,48200 SE 3rd St,Snoqualmie,WA,98065,King,47.600800,-121.688610,WECC,PSEI,Puget Sound Energy,,22,RE,1,Electric Utility,,N,,N,,N,,,,,Puget Sound Energy Inc,15500,WA,34.50,,,
19314,Twin Falls Hydro Associates LP,50827,Twin Falls Hydro,49032 Southeast 177th Street,North Bend,WA,98033,King,47.444554,-121.687812,WECC,PSEI,Puget Sound Energy,Snoqualmie River,22,NR,2,IPP Non-CHP,,N,,Y,82-224,N,,,X,,Puget Sound Energy Inc,15500,WA,230.00,,,
57225,MM Yolo Power LLC,54567,MM Yolo Power,44090 Road 28H Box #3,Woodland,CA,95776,Yolo,38.596283,-121.687518,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,96-117-001,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.50,,,
58459,C-Drop,58470,C-Drop Hydro,6640 Kid Lane,Klamath Falls,OR,97603,Klamath,42.165833,-121.685000,WECC,PACW,PacifiCorp - West,Irrigation Water,22,NR,2,IPP Non-CHP,,N,,Y,12286001,N,,,X,,PacifiCorp,14354,OR,12.50,,,
58358,Light Beam Power Co LLC,58370,Gridley Main,1898 Highway 99,Gridley,CA,95948,Butte,39.373333,-121.684167,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.47,,,
58358,Light Beam Power Co LLC,58371,Gridley Main Two,1898 Highway 99,Gridley,CA,95948,Butte,39.373333,-121.681667,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.47,,,
14328,Pacific Gas & Electric Co,56820,Britton Powerhouse,To be determined,Burney,CA,96013,SHASTA,41.021389,-121.675000,WECC,CISO,California Independent System Operator,Pit River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
58791,Pristine Sun LLC,58919,2127 Harris Solar Project,11160 Hampton Road,Live Oak,CA,95953,Butte,39.291667,-121.669722,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,N,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
50123,Leeward Asset Management LLC,56446,Buena Vista Energy LLC,7601 Byron Hot Springs Rd,Byron,CA,94514,Contra Costa,37.805000,-121.667200,WECC,CISO,California Independent System Operator,n/a,22,NR,2,IPP Non-CHP,,N,,Y,86-391-001,Y,07-26-000,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
14328,Pacific Gas & Electric Co,224,Centerville PH,Nimshew Stage Road,Chico,CA,95927,Butte,39.788877,-121.657383,WECC,CISO,California Independent System Operator,Big Butte Creek,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
10127,Kenetech Windpower Inc,50712,Altamont Pass Windplant,12050 Altamont Pass Road,Livermore,CA,94550,Alameda,37.734100,-121.651600,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,695.00,,,
54842,WM Renewable Energy LLC,50571,Altamont Gas Recovery,10840 Altamont Pass Road,Livermore,CA,94550,Alameda,37.749308,-121.649866,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,87-436-000,N,,N,X,,Pacific Gas & Electric Co,14328,CA,22.00,,,
3682,CHI West Inc,54387,Weeks Falls,Highway I-90,North Bend,WA,98045,KING,47.433480,-121.648300,WECC,PSEI,Puget Sound Energy,S Fork Snoqualmie River,22,NR,2,IPP Non-CHP,,N,,Y,75-63-000,N,,N,X,,Puget Sound Energy Inc,15500,WA,34.50,,,
59099,New Dimension Energy Company LLC,50534,Santa Clara (85C),10619 Altamont Pass Road,Livermore,CA,94550,Alameda,37.736100,-121.647500,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,QF86-159,N,,,X,,Southern California Edison Co,17609,CA,34.00,,,
57345,Butte-Glenn Community College District,57970,Butte College Main Campus Solar,3536 Butte Campus Drive,Oroville,CA,95965,Butte,39.648056,-121.644167,WECC,CISO,California Independent System Operator,,611,NR,4,Commercial Non-CHP,Y,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,0.48,,,
59479,Covanta Energy Americas Inc.,54219,Burney Mountain Power,Hwy 299 East Energy Drive,Burney,CA,96013,Shasta,40.909483,-121.640368,WECC,CISO,California Independent System Operator,Wells,22,NR,2,IPP Non-CHP,,N,,Y,83-37-000,N,,,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,PG&E Burney Pipeline
59780,Golden Hills Wind LLC,60049,Golden Hills Wind,17350 Patterson Pass Road,Livermone`,CA,94550,Alameda,37.713311,-121.640353,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,,,Pacific Gas & Electric Co,14328,CA,115.00,,,
20323,Wellhead Services Inc,52186,Yuba City Cogen Partners,870 N Walton Ave,Yuba City,CA,95992,Sutter,39.136670,-121.639846,WECC,CISO,California Independent System Operator,City Water,22,NR,3,IPP CHP,,Y,90-151-001,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,Pacific Gas & Electric
59879,Greenleaf Energy LLC,10349,Greenleaf 2 Power Plant,875 North Walton Ave.,Yuba City,CA,95993,Sutter,39.136500,-121.639700,WECC,CISO,California Independent System Operator,Municipality,22,NR,3,IPP CHP,,Y,89-8-000,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,Pacific Gas & Electric Co
2867,Calpine Corp-Yuba City,55813,Yuba City Energy Center,875 North Walton Ave,Yuba City,CA,95993,Sutter,39.139200,-121.638700,WECC,CISO,California Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,02-59-000,,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,PG&E Pipeline
8530,HYPOWER INC,50350,Forks of Butte Hydro Project,DeSabla Powerhouse Access Road,Magalia,CA,95954,Butte,39.869284,-121.631865,WECC,CISO,California Independent System Operator,Butte Creek,22,NR,2,IPP Non-CHP,,N,,Y,86-485-000,N,,N,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
14328,Pacific Gas & Electric Co,232,De Sabla,De Sabla Powerhouse Road,Magalia,CA,95954,Butte,39.869265,-121.631819,WECC,CISO,California Independent System Operator,Big Butte Creek,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
3255,California Dept. of  Water Resources,438,Thermalito,460 Glen Dr.,Oroville,CA,95966,Butte,39.514893,-121.630077,WECC,CISO,California Independent System Operator,Wtr Fr Penstocks Thermal Foreb,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
7277,Calpine Corporation,55845,Four Mile Hill,Highway 139 and County Road 97,n/a,CA,96097,Siskiyou,41.601400,-121.625000,WECC,CISO,California Independent System Operator,Geothermal Resource,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
57128,Bloom Energy,58303,Taylor Farms Salinas,1275 Hansen Street,Salinas,CA,93901,Monterey,36.657500,-121.623333,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,PG&E Citygate
50013,Diablo Wind LLC,56271,Diablo Wind LLC,6185 Industrial Way,Livermore,CA,94551,Alameda,37.763653,-121.614392,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
57170,EDF Renewable Asset Holdings Inc.,56213,Patterson Pass,14680 Patterson Pass Road,Tracy,CA,95377,Alameda,37.701956,-121.613708,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,21.00,,,
2867,Calpine Corp-Yuba City,55847,Feather River Energy Center,202 Burns Drive,Yuba City,CA,95993,Sutter,39.109344,-121.609310,WECC,CISO,California Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,02-153-000,N,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,PG&E Pipeline
49981,Diamond Generating Corporation,57483,Mariposa Energy Project,4887 Bruns Road,Byron,CA,94514,Alameda,37.789167,-121.601944,WECC,CISO,California Independent System Operator,Simple Cycle Peaker,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,Pacific Gas and Electric Company
14328,Pacific Gas & Electric Co,226,Coal Canyon,Coal Canyon Rd. Rural Route 1,Oroville,CA,95965,Butte,39.605043,-121.600525,WECC,CISO,California Independent System Operator,West Branch Feather River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
57344,Hampton Lumber Mills - Washington Inc,57969,Darrington,46921 Sauk Prairie Rd,Darrington,WA,98241,Snohomish,48.269737,-121.599979,WECC,BPAT,Bonneville Power Administration,Well Water,321,NR,7,Industrial CHP,,N,,Y,QF07-18,N,,,X,,4-County Electric Power Assn,6641,MS,12.40,,,
12502,Middle Fork Irrigation Dist,50917,Middle Fork Irrigation District,8235 Clear Creek Road,Parkdale,OR,97041,HOOD RIVER,45.480701,-121.599840,WECC,BPAT,Bonneville Power Administration,Middle Fork Of Hood River,22,NR,2,IPP Non-CHP,,N,,Y,97-16-000,N,,N,X,,Hood River Electric Coop,8830,OR,12.40,,,
14328,Pacific Gas & Electric Co,714,Toadtown,Toadtown Road,Mogalia,CA,95954,Butte,39.893491,-121.593380,WECC,CISO,California Independent System Operator,West Branch Feather River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
14328,Pacific Gas & Electric Co,255,Lime Saddle,Pentz Road Rural Route1,Oroville,CA,95965,Butte,39.698755,-121.570960,WECC,CISO,California Independent System Operator,Kunkle Creek & Wb Feather Rive,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,12.00,,,
7277,Calpine Corporation,55846,Telephone Flat,Highway 139 and County Road 97,n/a,CA,96097,Siskiyou,41.563300,-121.570800,WECC,CISO,California Independent System Operator,Geothermal Resource,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
20160,Energy Northwest,3929,Packwood,179 Powerhouse Road,Packwood,WA,98361,Lewis,46.595833,-121.569444,WECC,BPAT,Bonneville Power Administration,Packwood Lake,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,PUD No 1 of Lewis County,10944,WA,115.00,,,
14328,Pacific Gas & Electric Co,55937,TESLA Power Project,Not yet established,Not yet established,CA,94550,Alameda,37.725000,-121.566666,WECC,CISO,California Independent System Operator,Ground And Surface Water,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
59479,Covanta Energy Americas Inc.,54469,Pacific Oroville Power Inc,3050 South Fifth Avenue,Oroville,CA,95965,Butte,39.480419,-121.565663,WECC,CISO,California Independent System Operator,Wells,22,NR,2,IPP Non-CHP,,N,,Y,83-234-000,N,,N,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
14173,Oroville Cogeneration LP,54477,Oroville Cogeneration LP,695 Cal Oak Rd.,Oroville,CA,95965,Butte,39.492000,-121.562800,WECC,CISO,California Independent System Operator,California Water Service,324,NR,7,Industrial CHP,,Y,89-110-001,Y,89-110-001,Y,89-110-001,N,X,,Pacific Gas & Electric Co,14328,CA,63.00,,,PG&E Feather River Main Line
14328,Pacific Gas & Electric Co,244,Hat Creek 2,Hat Creek #2 Powerhouse Rd.,Burney,CA,96013,Shasta,40.960675,-121.548657,WECC,CISO,California Independent System Operator,Hat Creek,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
6201,Farmer's Irrigation District,10324,Peters Drive Plant,Peters Drive,Hood River,OR,97031,Hood River,45.667640,-121.548455,WECC,PACW,PacifiCorp - West,Greenpoint/ Deadpoint/Ditch,22,NR,2,IPP Non-CHP,,N,,N,,Y,83-401-000,N,X,,PacifiCorp,14354,OR,4.30,,,
3255,California Dept. of  Water Resources,7129,Thermalito Diverson Dam,460 Glen Dr.,Oroville,CA,95966,Butte,39.528749,-121.546359,WECC,CISO,California Independent System Operator,Penstocks Feather River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
14328,Pacific Gas & Electric Co,243,Hat Creek 1,Baun Lake Road Star Route 1,Burney,CA,96013,Shasta,40.929297,-121.544462,WECC,CISO,California Independent System Operator,Hat Creek,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
3028,Calpine Gilroy Cogen LP,10034,Gilroy Power Plant,1400 Pacheco Pass Hwy,Gilroy,CA,95020,Santa Clara,37.000100,-121.536700,WECC,CISO,California Independent System Operator,Reclaimed SCWRA water,22,NR,3,IPP CHP,,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,PG&E
3028,Calpine Gilroy Cogen LP,55810,Gilroy Peaking Energy Center,1400 Pacheco Pass Hwy,Gilroy,CA,95020,Santa Clara,36.999000,-121.536300,WECC,CISO,California Independent System Operator,Reclaimed SCWRA water,22,NR,2,IPP Non-CHP,,N,,N,,Y,01-287-000,N,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,PG&E
14354,PacifiCorp,3846,Condit,Powerhouse Rd & Hwy 141,White Salmon,WA,98672,Klickitat,45.754400,-121.526900,WECC,PACW,PacifiCorp - West,White Salmon River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,PacifiCorp,14354,OR,69.00,,,
57170,EDF Renewable Asset Holdings Inc.,10815,Difwind Farms Ltd VII,12046 Altamont Pass Road,Tracy,CA,95391,Alameda,37.758100,-121.525300,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,21.60,,,
6201,Farmer's Irrigation District,10323,Copper Dam Plant,1900 Copper Dam Road,Hood River,OR,97031,Hood River,45.665230,-121.523761,WECC,PACW,PacifiCorp - West,Hood River,22,NR,2,IPP Non-CHP,,N,,Y,83-400-000,N,,N,X,,PacifiCorp,14354,OR,4.30,,,
56930,Foundation HA Energy Generation LLC,57626,Foundation ST,16900 W. Schulte Road,Tracy,CA,95377,San Joaquin,37.714167,-121.521666,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,QF11-341-000,N,,,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,
60004,Strata Roof 1 LLC,60219,Strata Roof 1,4061 Gateway Park Blvd,Sacramento,CA,95834,Sacramento,38.643527,-121.505506,WECC,BANC,Balancing Authority of Northern California,,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,,,Sacramento Municipal Util Dist,16534,CA,48.00,,,
14354,PacifiCorp,3031,Powerdale,548 Highway 35,Hood River,OR,97031,Hood River,45.703900,-121.504200,WECC,PACW,PacifiCorp - West,Hood River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,PacifiCorp,14354,OR,69.00,,,
58548,State of CA DGS BPM,58593,DGS Central Utility Plant,625 Q St,Sacramento,CA,95811,Sacramento,38.573889,-121.501389,WECC,BANC,Balancing Authority of Northern California,Municipality,921,NR,5,Commercial CHP,,N,,N,,N,,N,X,,Sacramento Municipal Util Dist,16534,CA,4.16,,,Pacific Gas and Electric
14328,Pacific Gas & Electric Co,265,Pit 1,Pit 1 Road Star Route 1,Burney,CA,96013,Shasta,40.990840,-121.498243,WECC,CISO,California Independent System Operator,Fall River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
3255,California Dept. of  Water Resources,437,Edward C Hyatt,460 Glen Dr.,Oroville,CA,95966,Butte,39.542985,-121.492188,WECC,CISO,California Independent System Operator,Water From Penstocks Oroville,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
14191,South Feather Water and Power Agency,418,Kelly Ridge,Oroville Dam Blvd,Oroville,CA,95965,Butte,39.531784,-121.491247,WECC,CISO,California Independent System Operator,South Fork Feather River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Pacific Gas & Electric Co,14328,CA,60.00,,,
7724,GWF Energy LLC,55933,Tracy Combined Cycle Power Plant,1450 W. Schulte Road,Tracy,CA,95377,San Joaquin,37.710700,-121.490600,WECC,CISO,California Independent System Operator,Delta-Mendota,22,NR,2,IPP Non-CHP,,N,,N,,Y,01-225-000,N,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,PG&E gas line #2
55850,Thermal Energy Development Part LP,10502,Thermal Energy Development Part LP,14800 W Schulte Rd,Tracy,CA,95377,San Joaquin,37.719939,-121.488670,WECC,CISO,California Independent System Operator,Well,22,NR,2,IPP Non-CHP,,N,,Y,85-231-003,N,,N,X,,Pacific Gas & Electric Co,14328,CA,115.00,,,Pacific Gas & Electric Co
58101,Solar Star California II LLC,57933,Solar Star California II LLC,6200 Franklin Boulevard,Sacramento,CA,95824,Sacramento,38.516389,-121.475280,WECC,BANC,Balancing Authority of Northern California,,22,NR,2,IPP Non-CHP,,N,,Y,12439000,N,,,X,,Sacramento Municipal Util Dist,16534,CA,21.00,,,
15500,Puget Sound Energy Inc,3853,Crystal Mountain,5-1/2 miles up Crystal Mt Blvd,Greenwater,WA,98446,Pierce,46.953468,-121.475198,WECC,PSEI,Puget Sound Energy,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Puget Sound Energy Inc,15500,WA,12.50,,,
16534,Sacramento Municipal Util Dist,7552,SPA Cogen 3,Freeport Blvd,Sacramento,CA,95824,Sacramento,38.511000,-121.473500,WECC,BANC,Balancing Authority of Northern California,Sacramento City Water,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Sacramento Municipal Util Dist,16534,CA,230.00,,,Sacramento Municipal Utility District 700B
14328,Pacific Gas & Electric Co,272,Poe,Poe Road off Highway 70,Storrie,CA,95980,Butte,39.722892,-121.469814,WECC,CISO,California Independent System Operator,North Fork Feather River,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Pacific Gas & Electric Co,14328,CA,230.00,,,
22803,SDS Lumber Co,50231,SDS Lumber Gorge Energy Division,123 Industrial Rd,Bingen,WA,98605,Klickitat,45.713079,-121.469178,WECC,BPAT,Bonneville Power Administration,Columbia River,321,NR,7,Industrial CHP,,Y,82-15-000,N,,N,,,X,,PUD No 1 of Klickitat County,10393,WA,250.00,,,
