Utility ID,Utility Name,Plant Code,Plant Name,Street Address,City,State,Zip,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Balancing Authority Name,Name of Water Source,Primary Purpose (NAICS Code),Regulatory Status,Sector,Sector Name,Net Metering (for facilities with solar or wind generation),FERC Cogeneration Status,FERC Cogeneration Docket Number,FERC Small Power Producer Status,FERC Small Power Producer Docket Number,FERC Exempt Wholesale Generator Status,FERC Exempt Wholesale Generator Docket Number,Ash Impoundment?,Ash Impoundment Lined?,Ash Impoundment Status,Transmission or Distribution System Owner,Transmission or Distribution System Owner ID,Transmission or Distribution System Owner State,Grid Voltage (kV),Grid Voltage 2 (kV),Grid Voltage 3 (kV),Natural Gas Pipeline Name
221,Alaska Village Elec Coop Inc,57062,Gambell,PO Box 189,Gambell,AK,99742,Nome,63.777058,-171.712439,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,57052,Savoonga,PO Box 40,Savoonga,AK,99769,Nome,63.695267,-170.475661,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,1737 Qalgi Ave,Pt Hope,AK,99766,North Slope,68.348424,-166.737211,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,North Slope Borough Power & Light,26616,AK,4.16,,,
19553,Unisea Inc,54422,Unisea G 2,Salmon Way,Dutch Harbor,AK,99692,Aleutians West,53.879600,-166.553200,ASCC,,,,311,NR,6,Industrial Non-CHP,,N,,N,,N,,N,X,,City of Unalaska - (AK),19454,AK,12.40,,,
20523,Westward Seafoods Inc,54305,Westward Seafoods,One Mile Captains Bay rd.,Dutch Harbor,AK,99692,Aleutians West,53.858508,-166.552880,ASCC,,,Captains Bay,311,NR,7,Industrial CHP,,N,,N,,N,,N,X,,City of Unalaska - (AK),19454,AK,4.16,,,
19454,City of Unalaska - (AK),7502,Dutch Harbor,1732 East Point Road,Dutch Harbor,AK,99692,Aleutians West,53.976100,-166.536100,ASCC,,,Sea Water Cooling,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,City of Unalaska - (AK),19454,AK,4.16,,,
19454,City of Unalaska - (AK),7503,Unalaska Power Module,1035 East Broadway,Unalaska,AK,99685,Aleutians West,53.864060,-166.512420,ASCC,,,Self Contained,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,City of Unalaska - (AK),19454,AK,4.16,,,
221,Alaska Village Elec Coop Inc,60260,Brevig Mission,36 Utility Drive,Brevig Mission,AK,99785,Nome,65.331716,-166.479506,,NA,No BA,,22,RE,1,Electric Utility,,N,,N,,N,,,,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,6319,Hooper Bay,08 Utility Drive,Hooper Bay,AK,99604,Bethel,61.530858,-166.101944,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,6345,Shishmaref,27 Utility Drive,Shishmaref,AK,99772,Nome,66.255072,-166.073589,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,57056,Scammon Bay,PO Box 90,Scammon Bay,AK,99662,Wade Hampton,61.843036,-165.581497,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,6311,Chevak,14 Utility Drive,Chevak,AK,99563,Bethel,61.479444,-165.499444,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
13642,Nome Joint Utility Systems,90,Snake River,1226 Port Road,Nome,AK,99762,Nome,64.505331,-165.429814,ASCC,,,Municipality,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Nome Joint Utility Systems,13642,AK,4.00,,,
221,Alaska Village Elec Coop Inc,57067,Toksook Bay,Nelson Island PO Box 37008,Toksook Bay,AK,99637,Bethel,60.530142,-165.108575,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,57053,Alakanuk,PO Box 167,Alakanuk,AK,99554,WADE HAMPTON,62.683300,-164.654400,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,57065,Kivalina,PO Box 50079,Kivalina,AK,99750,Northwest Arctic,67.726644,-164.538447,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,6314,Emmonak,07 Utility Drive,Emmonak,AK,99581,Bethel,62.777694,-164.531517,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,6329,Mountain Village,68 Utility Drive,Moutain Village,AK,99632,Bethel,62.085569,-163.729072,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,57064,Kotlik,PO Box 20268,Kotlik,AK,99620,Wade Hampton,63.032150,-163.553106,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,6338,St Marys IC,26 Utility Drive,St Marys,AK,99658,Bethel,62.051525,-163.172567,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,109 Tuttunniaqvik Street,PT Lay,AK,99759,North Slope,69.740833,-163.005833,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,North Slope Borough Power & Light,26616,AK,4.16,,,
221,Alaska Village Elec Coop Inc,57051,Noatak,PO Box 89,Noatak,AK,99761,Northwest Arctic,67.570931,-162.965728,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,57058,Pilot Station,PO Box 5040,Pilot Station,AK,99650,Wade Hampton,61.936456,-162.880706,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,245 4th Street,Kotzebue,AK,99752,NORTHWEST ARCTIC,66.837778,-162.556944,ASCC,,,,22,RE,1,Electric Utility,N,N,,N,,N,,N,X,,Kotzebue Electric Assn Inc,10451,AK,7.20,,,
221,Alaska Village Elec Coop Inc,57066,Kasigluk,PO Box 19 Akula Heights,Kasigluk,AK,99609,Bethel,60.873100,-162.519700,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,6333,Nunapitchuk,09 Utility Drive,Nunapitchuk,AK,99641,Bethel,60.875278,-162.453333,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
9897,City of King Cove,7493,King Cove,10000 Windy Walkway,King Cove,AK,99612,Aleutians East,55.061683,-162.310300,ASCC,,,Delta Creek,22,RE,1,Electric Utility,,N,,N,,N,,,X,,City of King Cove,9897,AK,480.00,,,
221,Alaska Village Elec Coop Inc,57055,Stebbins,PO Box 22,Stebbins,AK,99671,Nome,63.521047,-162.286322,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,57060,Elim,PO Box 39009,Elim,AK,99739,Nome,64.616558,-162.263717,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,60244,Marshall,50 Utility Drive,Marshall,AK,99585,Wade Hampton,61.878186,-162.085147,,,,,22,RE,1,Electric Utility,,N,,N,,N,,,,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,57061,St. Michael,PO Box 59070,St. Michael,AK,99659,Nome,63.477500,-162.038300,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,57057,Quinhagak,PO Box 90,Quinhagak,AK,99655,Bethel,59.747436,-161.910647,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,6566,Bethel,1340 Kwethluk Lane,Bethel,AK,99559,Bethel,60.789700,-161.787778,ASCC,,,Cooling,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,2.40,,,
221,Alaska Village Elec Coop Inc,57059,Koyuk,PO Box 29,Koyuk,AK,99753,Nome,64.932089,-161.167103,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
221,Alaska Village Elec Coop Inc,6330,Noorvik,02 Utility Drive,Noorvik,AK,99763,Northwest Arctic,66.834519,-161.038717,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
40548,Unalakleet Valley Elec Coop,6299,Unalakleet,186 Main Street,Unalakleet,AK,99684,Nome,63.876789,-160.790414,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Unalakleet Valley Elec Coop,40548,AK,4.00,,,
221,Alaska Village Elec Coop Inc,6323,Kiana,01 Utility Drive,Kiana,AK,99749,Northwest Arctic,66.973889,-160.428592,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,6348,Togiak,10 Utility Drive,Togiak,AK,99678,Dillingham,59.059744,-160.380278,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,57054,Upper Kalskag,PO Box 80,Upper Kalskag,AK,99607,Bethel,61.526858,-160.348128,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
26616,North Slope Borough Power & Light,7488,NSB Wainwright Utility,117 Summer Rd,Wainwright,AK,99782,North Slope,70.642877,-160.020461,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,North Slope Borough Power & Light,26616,AK,12.47,,,
221,Alaska Village Elec Coop Inc,6341,Selawik,03 Utility Drive,Selawik,AK,99770,Northwest Arctic,66.606778,-160.014808,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
7019,Gay & Robinson Inc,50333,Gay Robinson,One Kaumakani Ave,Kaumakani,HI,96747,KAUAI,21.917800,-159.629400,HICC,,,Olokele Ditch,115,NR,6,Industrial Non-CHP,,N,,N,,N,,,X,,Kauai Island Utility Cooperative,10071,HI,12.00,,,
10071,Kauai Island Utility Cooperative,6474,Port Allen (HI),261 Akaula St,Eleele,HI,96705,Kauai,21.899583,-159.585042,HICC,,,Pacific Ocean,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,57.00,,,
11936,McBryde Sugar Co Ltd,58549,Port Allen Solar,Aka Ula Street,Eleele,HI,96705,Kauai,21.901944,-159.581667,,,,,22,NR,2,IPP Non-CHP,N,N,,N,,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,12.47,,,
11936,McBryde Sugar Co Ltd,10413,Wainiha Hydro,Powerhouse Road Extension,Hanalei,HI,96714,Kauai,22.196292,-159.556142,HICC,,,Wainiha River,111,NR,6,Industrial Non-CHP,,N,,N,,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,57.00,,,
4959,Aniak Light & Power Co Inc,7182,Aniak,4th Boundary Ave.,Aniak,AK,99557,Bethel,61.580678,-159.535643,ASCC,,,Private Well,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Aniak Light & Power Co Inc,4959,AK,2.40,,,
11936,McBryde Sugar Co Ltd,10412,Kalaheo Hydro,Opu Road Extension,Kaleheo,HI,96714,Kauai,21.936075,-159.528581,HICC,,,Alexander Reservoir,111,NR,6,Industrial Non-CHP,,N,,N,,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,12.50,,,
58873,Green Energy Team LLC,59035,Biomass to Energy Facility Kauai,5031 Ku'ia Road,Koloa,HI,96756,Kauai,21.965278,-159.460556,,,,Deep Wells,22,NR,2,IPP Non-CHP,,N,,Y,QF14-433-000,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,57.00,,,
10071,Kauai Island Utility Cooperative,58640,KRS II Koloa Solar,Mahaulepu Rd,Koloa,HI,96756,Kauai,21.900833,-159.450000,,,,,22,RE,1,Electric Utility,N,N,,N,,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,57.00,,,
10071,Kauai Island Utility Cooperative,56258,Kapaia Power Station,4941-K Maalo Rd,Lihue,HI,96766,Kauai,21.996451,-159.375803,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,57.00,,,
56863,Kapaa Solar LLC,57525,Kapaa Photovoltaic Project,Lot No. 2 of Tax Map Key (4)4-,Kapaa,HI,96746,Kauai,22.080416,-159.331599,HICC,,,,22,NR,2,IPP Non-CHP,,N,,Y,F214807,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,12.47,,,
10071,Kauai Island Utility Cooperative,58639,KRS I Anahola Solar,Kuhio Hwy,Anahola,HI,96703,Kauai,22.131667,-159.303056,,,,,22,RE,1,Electric Utility,N,N,,N,,N,,N,X,,Kauai Island Utility Cooperative,10071,HI,57.00,,,
58603,Aloha Solar Energy Fund I LLC,58659,Aloha Solar Energy Fund 1 PK1,NW Hakimo Rd,Waianae,HI,96792,Honolulu,21.406944,-158.151389,,,,,22,NR,2,IPP Non-CHP,N,N,,N,,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
19547,Hawaiian Electric Co Inc,765,Kahe,92-200 Farrington Hwy,Kapolei,HI,96707,Honolulu,21.356395,-158.128853,HICC,,,Pacific Ocean,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
58611,Forest City Sustainable Resources Pearl City LLC,58684,Kapolei Solar Energy Park,91-290 Malakole Street,Kapolei,HI,96707,Honolulu,21.321111,-158.117500,,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Department of the Navy,,,12.47,,,
3453,Chevron Refinery-Hawaii,10194,Hawaii Cogen,91-480 Malakole Street,Kapolei,HI,96707,Honolulu,21.311667,-158.113889,HICC,,,Municipality,32411,NR,7,Industrial CHP,,Y,90-009-000,N,,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,12.00,,,
177,AES Hawaii Inc,10673,AES Hawaii,91-086 Kaomi Loop,Kapolei,HI,96707,Honolulu,21.303419,-158.106528,HICC,,,Wells,22,NR,3,IPP CHP,,Y,87-483-001,N,,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
19547,Hawaiian Electric Co Inc,56329,Campbell Industrial Park,91-196 Hanua Street,Kapolei,HI,96707,Honolulu,21.302500,-158.101667,HICC,,,Wells,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,12.00,,,
49846,Covanta Honolulu Resource Recovery,10334,H Power,91-174 Hanua Street,Kapolei,HI,96707,Honolulu,21.300036,-158.098615,HICC,,,Caprock Well,562212,NR,4,Commercial Non-CHP,N,N,,Y,90-4-000,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
19547,Hawaiian Electric Co Inc,56515,CEIP Substation Distributed Generation,91 -55 Kalaeloa Blvd,Kapolei,HI,96707,HONOLULU,21.327800,-158.096400,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,12.00,,,
9989,Kalaeloa Partners LP,54646,Kalaeloa Cogen Plant,91-111 Kalaeloa Blvd.,Kapolei,HI,96707,Honolulu,21.302106,-158.096318,HICC,,,Wells,22,NR,3,IPP CHP,,Y,89-198-001,N,,Y,93-38-000;  93-41-000,N,X,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
19547,Hawaiian Electric Co Inc,56514,Kalaeoloa Pole Yard DG,91 - 111 Kalaeloa Blvd,Kapolei,HI,96707,Honolulu,21.301400,-158.095800,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,12.00,,,
58553,PAR Petroleum,10093,Tesoro Hawaii,91 325 Komohana St,Kapolei,HI,96707,HONOLULU,21.303229,-158.091438,HICC,,,,32411,NR,7,Industrial CHP,,Y,83-120-000,N,,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
58233,Kalaeloa Solar Two LLC,58259,Kalaeloa Solar Two,100-958 Boxer Street,Honolulu,HI,96707,Honolulu,21.320000,-158.086944,HICC,,,,22,NR,2,IPP Non-CHP,N,N,,Y,QF13-45-000,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
56911,Kalaeloa Solar One LLC,57569,Kalaeloa Solar One,91-1105 Boxer Street,Kapolei,HI,96707,Honolulu,21.318882,-158.083931,HICC,,,,22,NR,2,IPP Non-CHP,,N,,N,,Y,10-615-000,,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
19547,Hawaiian Electric Co Inc,60328,Schofield Generating Station,,Wahiawa,HI,96786,Honolulu,21.478500,-158.058100,,HECO,Hawaiian Electric Co Inc,Municipality,22,RE,1,Electric Utility,,N,,N,,N,,,,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
59898,Kawailoa Solar LLC,60125,Kawailoa Solar,61-488 Kamehameha Hwy,Haleiwa,HI,96712,Honolulu,21.624000,-158.055000,,HECO,Hawaiian Electric Co Inc,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,,,Hawaii Electric Light Co Inc,8287,HI,,,,
19547,Hawaiian Electric Co Inc,56330,Ewa Nui Substation DG,91-1440 Farrington Hwy,Honolulu,HI,96797,Honolulu,21.375600,-158.047800,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,12.00,,,
19547,Hawaiian Electric Co Inc,56332,Helemano Substation DG,64-1499 Kamehemeha Hwy,Wahiwa,HI,96786,Honolulu,21.529200,-158.045800,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
56868,Kawailoa Wind LLC,57529,Kawailoa Wind,61-488 Kamehameha Hwy,Haleiwa,HI,96712,Honolulu,21.610278,-158.040833,HICC,,,,22,NR,2,IPP Non-CHP,N,N,,Y,11-480,Y,12-33,N,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
58596,Hanwha Q CELLS USA,58651,Kalaeloa Renewable Energy Park,Roosevelt Ave & Essex Road,Ewa Beach,HI,96706,Honolulu,21.328056,-158.040000,,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,12.47,,,
59155,First Wind O&M LLC,58281,Mililani South PV,n/a,Mililani,HI,96789,Honolulu,21.422778,-158.018333,HICC,,,,22,NR,2,IPP Non-CHP,N,N,,N,,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
58601,Waihonu South LLC,58656,Honbushin Solar Blessings Park,95-030 Waihonu Street,Mililani,HI,96761,Honolulu,21.468889,-158.016389,,,,,22,NR,2,IPP Non-CHP,X,N,,Y,WF15-555-000,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
58600,Waihonu North LLC,58655,Waihonu North Solar,95-030 Waihonu Street,Mililani,HI,96761,Honolulu,21.470556,-158.013333,HICC,,,,22,NR,2,IPP Non-CHP,,N,,Y,QF15-554-000,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
58606,Mauka Fit One LLC,58662,Mauka FIT One,56-1060 Kamehameha Highway,Kahuku,HI,96731,Honolulu,21.679722,-157.984444,,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,12.47,,,
59764,Waipio PV LLC,60024,Waipio Solar,94-1202 Ka Uka Blvd,Waipio,HI,96787,Honolulu,21.456000,-157.982000,,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
59155,First Wind O&M LLC,57087,Kahuku Wind Power LLC,Kamehameha Hwy and Charlie Rd,Honolulu,HI,96731,Honolulu,21.680970,-157.975000,HICC,,,,22,NR,2,IPP Non-CHP,N,N,,Y,QF08-454,N,,,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
58718,Na Pua Makani Power Partners LLC,58837,Na Pua Makani Wind Project,56-452 Kamehameha Highway,Kahuku,HI,96731,Honolulu,21.666944,-157.970000,,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
58611,Forest City Sustainable Resources Pearl City LLC,58676,Pearl City Peninsula Solar Park,Victor Wharf Access Road,Honolulu,HI,96782,Honolulu,21.375556,-157.968056,HICC,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,11.50,,,
19547,Hawaiian Electric Co Inc,766,Waiau,475 Kamehamenha Hwy,Pearl City,HI,96782,Honolulu,21.388997,-157.961518,HICC,,,Pearl Harbor,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,138.00,,,
55910,Lanai Sustainability Research LLC,57242,Mililani South Solar Farm,100 Wahelu Ave,Mililani,HI,96789,Honolulu,21.460000,-157.960300,HICC,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,15.00,,,
19547,Hawaiian Electric Co Inc,58469,HNL Emergency Power Facility,300 Rodgers Blvd,Honolulu,HI,96819,Honolulu,21.336389,-157.919444,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,12.00,,,
13870,Nushagak Electric Coop Inc,109,Dillingham,557 Kenny Wren Rd.,Dillingham,AK,99576,Dillingham,59.670800,-157.890000,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Nushagak Electric Coop Inc,13870,AK,12.00,,,
19547,Hawaiian Electric Co Inc,764,Honolulu,170 Ala Moana Blvd,Honolulu,HI,96813,Honolulu,21.306800,-157.881900,HICC,,,Pacific Ocean,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,46.00,,,
19547,Hawaiian Electric Co Inc,56331,Iwilei Tank Farm DG,855 North Nimitz Hwy,Honolulu,HI,96813,Honolulu,21.316900,-157.876400,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Hawaiian Electric Co Inc,19547,HI,12.00,,,
221,Alaska Village Elec Coop Inc,60243,Ambler,60 Utility Drive,Ambler,AK,99786,Northwest Arctic,67.087980,-157.856719,,,,,22,RE,1,Electric Utility,,N,,N,,N,,,,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
26616,North Slope Borough Power & Light,7482,NSB Atqasuk Utility,106 Tikigluk,Atqasuk,AK,99791,North Slope,70.482600,-157.425200,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,North Slope Borough Power & Light,26616,AK,4.16,,,Alpine- Nuiqsut pipeline
221,Alaska Village Elec Coop Inc,60245,New Stuyahok,64 Utility Drive,New Stuyahok,AK,99636,Dillingham,59.448358,-157.325528,,,,,22,RE,1,Electric Utility,,N,,N,,N,,,,,Alaska Village Elec Coop Inc,221,AK,12.50,,,
221,Alaska Village Elec Coop Inc,57063,Shungnak,PO Box 59,Shungnak,AK,99773,Northwest Arctic,66.888114,-157.140206,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,,X,,Alaska Village Elec Coop Inc,221,AK,13.47,,,
11843,Maui Electric Co Ltd,792,Palaau Power,32A Ulili Street,Kaunakakai,HI,96748,Maui,21.106000,-157.064700,HICC,,,Municipality,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Maui Electric Co Ltd,11843,HI,34.00,12.47,,
13201,Naknek Electric Assn Inc,6301,Naknek,1 School Road,Naknek,AK,99633,Bristol Bay,58.730417,-157.007222,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Naknek Electric Assn Inc,13201,AK,7.20,,,
11843,Maui Electric Co Ltd,7264,Miki Basin,1001 Miki Road,Lanai City,HI,96763,Maui,20.790000,-156.934200,HICC,,,Municipality,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Maui Electric Co Ltd,11843,HI,12.47,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,Manele Road & Kaumalapau Hwy,Lanai City,HI,96763,Maui,20.766700,-156.923300,HICC,,,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Maui Electric Co Ltd,11843,HI,12.00,,,
6915,Galena Electric Utility,7437,Galena Electric Utility,100 Antoski Drive,Galena,AK,99741,Yukon Koyukuk,64.744170,-156.873600,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Galena Electric Utility,6915,AK,4.16,,,
1276,Barrow Utils & Elec Coop Inc,7173,Barrow,1295 Agvik Street,Barrow,AK,99723,North Slope,71.292000,-156.778600,ASCC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Barrow Utils & Elec Coop Inc,1276,AK,4.00,,,North Slope Borough
59155,First Wind O&M LLC,56449,Kaheawa Pastures Wind Farm,Maalaea,Maalaea,HI,96753,Maui,20.814210,-156.551000,HICC,,,,22,NR,2,IPP Non-CHP,N,N,,Y,QF05-71,N,,N,X,,Maui Electric Co Ltd,11843,HI,69.00,,,
59155,First Wind O&M LLC,57082,Kaheawa Wind Power II LLC,3000 Honoapiilani Hwy,Wailuku,HI,96793,Maui,20.794670,-156.536000,HICC,,,,22,NR,2,IPP Non-CHP,N,N,,Y,05-417,Y,12-12,N,X,,Maui Electric Co Ltd,11843,HI,69.00,,,
11843,Maui Electric Co Ltd,6504,Maalaea,1000 N Kihei Road,Kihei,HI,96753,Maui,20.801170,-156.492981,HICC,,,,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Maui Electric Co Ltd,11843,HI,69.00,,,
11843,Maui Electric Co Ltd,6056,Kahului,200 Hobron Ave,Kahului,HI,96732,Maui,20.896884,-156.462696,HICC,,,Pacific Ocean,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Maui Electric Co Ltd,11843,HI,23.00,,,
8286,Hawaiian Commercial and Sugar Company,10604,Hawaiian Comm & Sugar Puunene Mill,1 Hansen Road,Puunene,HI,96784,Maui,20.867453,-156.453958,HICC,,Hawaiian Electric Co Inc,Deep Wells,311,NR,7,Industrial CHP,,N,,N,,N,,N,X,,Maui Electric Co Ltd,11843,HI,69.00,,,
